              Tiempo               Sanos            Enfermos         Recuperados
                 0.0               100.0                 3.0                 0.0
     0.0401606425703       99.9648141231        3.0182671119     0.0166954098093
     0.0803212851406        99.929426548       3.03663298691     0.0334937915613
      0.120481927711       99.8938363588       3.05509799505     0.0503956912731
      0.160642570281       99.8580425412       3.07366254616     0.0674017136908
      0.200803212851       99.8220441858       3.09232700466     0.0845124039336
      0.240963855422       99.7858403669       3.11109174201      0.101728316585
      0.281124497992       99.7494301442       3.12995713295      0.119050017406
      0.321285140562       99.7128125755       3.14892355114      0.136478075159
      0.361445783133       99.6759867225       3.16799137245      0.154013052366
      0.401606425703       99.6389516374       3.18716096729      0.171655526915
      0.441767068273        99.601706377        3.2064327087      0.189406068993
      0.481927710843       99.5642499947       3.22580696726      0.207265254832
      0.522088353414       99.5265815436       3.24528411342      0.225233661323
      0.562248995984       99.4887000747       3.26486451668       0.24331186804
      0.602409638554       99.4506046376       3.28454854544      0.261500457238
      0.642570281124       99.4122942826       3.30433656693      0.279800011708
      0.682730923695       99.3737680582        3.3242289473      0.298211116933
      0.722891566265       99.3350250112       3.34422605169      0.316734361349
      0.763052208835       99.2960641868       3.36432824418      0.335370335819
      0.803212851406       99.2568846301       3.38453588763      0.354119632619
      0.843373493976       99.2174853871       3.40484934361      0.372982844459
      0.883534136546       99.1778655015       3.42526897274      0.391960567259
      0.923694779116       99.1380240161       3.44579513448      0.411053399029
      0.963855421687       99.0979599727       3.46642818715      0.430261939814
       1.00401606426       99.0576724137       3.48716848682      0.449586791522
       1.04417670683       99.0171603804       3.50801638849      0.469028558117
        1.0843373494       98.9764229129       3.52897224608      0.488587845617
       1.12449799197        98.935459051       3.55003641224      0.508265262063
       1.16465863454       98.8942678342       3.57120923772      0.528061417406
       1.20481927711       98.8528483023       3.59249107114      0.547976923451
       1.24497991968       98.8111994939       3.61388226017      0.568012394091
       1.28514056225       98.7693204474       3.63538315101      0.588168445208
       1.32530120482       98.7272102008        3.6569940879      0.608445694554
       1.36546184739       98.6848677979       3.67871540888      0.628844760852
       1.40562248996       98.6422922782       3.70054745315      0.649366265379
       1.44578313253         98.59948268       3.72249055941      0.670010831603
        1.4859437751        98.556438041       3.74454506474      0.690779084951
       1.52610441767       98.5131573986       3.76671130466      0.711671652813
       1.56626506024       98.4696397896       3.78898961309      0.732689164539
       1.60642570281       98.4258842509       3.81138032239      0.753832251443
       1.64658634538       98.3818898185       3.83388376331      0.775101546798
       1.68674698795       98.3376555284       3.85650026503      0.796497685839
       1.72690763052       98.2931804161       3.87923015514      0.818021305761
       1.76706827309       98.2484635166       3.90207375967      0.839673045724
       1.80722891566       98.2035038646       3.92503140302      0.861453546846
       1.84738955823       98.1583004975        3.9481034057      0.883363451673
        1.8875502008       98.1128524778        3.9712900657      0.905403399944
       1.92771084337       98.0671588531       3.99459169122      0.927574036047
       1.96787148594       98.0212186657       4.01800859304      0.949876007284
       2.00803212851        97.975030958       4.04154107989      0.972309962804
       2.04819277108       97.9285947727       4.06518945839      0.994876553605
       2.08835341365       97.8819091525       4.08895403311       1.01757643254
       2.12851405622       97.8349731407       4.11283510654        1.0404102543
        2.1686746988       97.7877857805        4.1368329791       1.06337867544
       2.20883534137       97.7403461154       4.16094794913       1.08648235435
       2.24899598394       97.6926531894        4.1851803129       1.10972195129
       2.28915662651       97.6447060463        4.2095303646       1.13309812834
       2.32931726908       97.5965037305       4.23399839636       1.15661154946
       2.36947791165       97.5480452902       4.25858469506        1.1802628796
       2.40963855422       97.4993298099       4.28328951755       1.20405277805
       2.44979919679       97.4503563536       4.30811313443       1.22798191022
